021figures	5	1	717	1
022	46	1	717	1
024	6	1	717	1
028	91	1	717	1
02ajpgthumb220pxleftof	29	1	717	1
02ajpgthumb230pxrightst	8	1	717	1
033	98	1	717	1
035	100	1	717	1
03	72	1	717	1
041	59	1	717	1
04	59	2	717	2
053	6	1	717	1
05	42	1	717	1
0	56	3	1164	3
060	29	1	717	1
062	98	1	717	1
064	100	1	717	1
068	32	1	717	1
08	41	2	717	2
090	41	1	717	1
091	5	1	717	1
092	72	1	717	1
10000	23	1	717	1
100	41	1	717	1
100list	27	1	717	1
10	20	3	717	3
102	16	1	717	1
10845	5	1	717	1
1120architecture	100	1	1164	1
11	26	1	1164	1
11275	43	1	717	1
113	42	1	717	1
11	8	1	717	1
119	23	1	717	1
1200	3	1	1548	1
12	41	3	717	3
13000	29	1	717	1
1300	91	1	717	1
13095	89	1	717	1
131	29	1	1164	1
132	6	1	717	1
135	72	1	717	1
137600	28	1	717	1
139	26	1	717	1
144585	28	1	717	1
14th	41	1	717	1
15	11	4	717	4
1	59	5	717	5
16161	28	1	717	1
16495	41	1	717	1
16	6	2	717	2
166	42	1	717	1
1670	5	1	717	1
169355	59	1	717	1
17092005jpgthumb250pxrightlake	46	2	717	2
170935	23	1	717	1
17	10	3	1548	1	717	2
17215	66	1	717	1
1726	43	1	717	1
172910	89	1	717	1
1731	43	1	717	1
1752the	100	1	717	1
1778	20	1	717	1
1779	43	1	717	1
1788	6	1	717	1
1803	32	1	717	1
18	16	1	717	1
1818	91	1	717	1
1821	5	1	717	1
1835	5	1	1548	1
18481939	41	1	717	1
1849	42	1	1548	1
1855	46	1	1548	1
1857	3	1	1548	1
1859	98	1	1548	1
1862	89	1	1548	1
1863	26	1	1164	1
1865	20	1	1548	1
1866	41	2	1548	2
1867	3	2	1548	2
1868	43	1	1548	1
1870	16	2	717	2
1871	91	3	1548	3
18721874	28	1	1548	1
1872	59	1	1548	1
1874	41	1	1548	1
1875	8	1	1548	1
1877	5	1	1548	1
1878	8	1	717	1
1880	89	1	1548	1
1880s	60	1	717	1
1882	28	1	717	1
1883	100	1	717	1
1885	28	1	1548	1
1888	91	1	1548	1
1896	59	1	1548	1
1898of	66	1	1548	1
1900	5	1	717	1
1901	8	2	717	2
1905	6	4	717	4
1905alberta	89	1	717	1
1908	46	1	717	1
190other	6	1	717	1
1910	42	2	1548	2
1913	72	1	1548	1
1	91	5	1164	5
1921	66	2	717	2
19	29	1	717	1
19350	60	1	717	1
1935	100	3	717	3
1940s	98	1	1164	1
1950	11	2	1164	2
1950	16	1	717	1
1950s	60	3	1164	2	717	1
19561973	43	1	1164	1
1956	43	5	1164	5
1957	26	1	1164	1
1960	49	1	1164	1
1960s	26	4	1164	4
196	100	1	717	1
1966	16	1	1164	1
1966	60	1	717	1
1969	11	2	1164	2
1970	23	2	1164	2
1971	6	3	717	3
1973	41	1	1164	1
1974	66	1	1164	1
1976	60	1	1164	1
1980complete	43	1	1164	1
1980s	11	1	717	1
1980s	27	6	1164	6
1982	72	1	1164	1
1985	98	1	1164	1
1987	41	2	1164	2
1990s	27	3	1164	3
1990sarchitectures	11	1	1164	1
1991	56	1	1164	1
1993	89	1	717	1
1994	43	1	1164	1
1994	49	3	717	3
1997	41	1	1164	1
19980	56	1	717	1
1998mccorduck	27	1	1164	1
19th	72	1	1164	1
2001	6	6	717	6
2003	56	3	717	3
2004	89	1	717	1
2005	46	1	1164	1
2005	60	2	717	2
2006	11	1	1164	1
2006	3	7	717	7
2006alberta	27	1	717	1
2006fileedmonton	6	1	717	1
2007	41	1	717	1
20082009	41	1	717	1
2008	49	1	1164	1
2008	66	3	717	3
2009	11	3	717	3
2009	42	2	1164	2
2009artificial	29	1	1164	1
2010	100	1	1164	1
20	10	1	1164	1
2010	27	1	717	1
2011	100	3	717	3
2011	28	1	1164	1
2011the	26	1	717	1
2029	100	1	1164	1
203	23	1	717	1
2045	66	1	1164	1
20495	3	1	717	1
205	16	1	717	1
209	28	1	717	1
20th	59	1	1164	1
21	41	1	717	1
215	91	1	717	1
2161	98	1	717	1
21990	20	1	717	1
21st	11	1	1164	1
223	26	1	717	1
22	46	1	717	1
225239	8	1	1164	1
2	27	1	1548	1
231	43	1	717	1
2	32	10	717	10
24	23	1	1548	1
2	42	3	1164	3
2500	28	1	717	1
254	20	1	717	1
257	100	1	717	1
2576670	11	1	717	1
25the	66	1	717	1
262	46	1	717	1
27	100	1	1548	1
272	11	1	717	1
279297	43	1	717	1
29125	42	1	717	1
29455	23	1	717	1
29740	89	1	717	1
2974807	27	1	717	1
2jpgthumbright200pxthe	32	1	717	1
2jpgthumbright220pxheritage	89	1	717	1
2jpgwinter	89	1	717	1
2nd	5	1	717	1
30	10	1	717	1
302	27	1	717	1
304	46	2	717	2
30jpg350pxthumbtopio	89	1	1164	1
315	11	1	717	1
3	28	3	717	3
3290350	6	1	717	1
332180	11	1	717	1
3325	11	1	717	1
34jpgthumb220pxrightchildrens	91	1	717	1
35	8	1	717	1
360	6	1	1164	1
36	26	1	717	1
36320	98	1	717	1
3693	100	1	1164	1
37	89	1	717	1
3	8	1	1164	1
38	56	1	717	1
388210	3	1	717	1
3d	6	1	1164	1
4000	28	1	1548	1
4000	29	1	717	1
400	42	2	717	2
40	8	1	717	1
4	23	1	1164	1
42	89	1	717	1
43	60	2	717	2
44	43	1	717	1
4	72	2	717	2
48	29	1	717	1
49nthe	60	1	717	1
4drcs	10	1	1164	1
4th	98	1	717	1
5000am	10	1	717	1
50	41	1	717	1
50	8	1	1164	1
50s	72	1	1164	1
5	11	1	717	1
52	29	2	717	2
53	6	1	717	1
539160	32	1	717	1
5448263	6	1	717	1
5662learning	91	1	1164	1
58	42	1	717	1
59	27	2	717	2
60270	42	1	717	1
60n	89	1	717	1
61	11	1	717	1
61225	8	1	717	1
63	42	1	717	1
650000	42	1	717	1
661265	46	1	717	1
667405	46	1	717	1
6770	66	1	717	1
679705	29	1	717	1
6	98	1	717	1
700000	27	1	717	1
700	56	1	717	1
70	59	1	717	1
70986	60	1	717	1
70s	41	1	1164	1
7205	91	1	717	1
72	60	2	717	2
7	28	1	717	1
73022	98	1	717	1
7500	8	1	717	1
75	46	1	717	1
7700	29	1	717	1
7999	3	1	717	1
80s	3	1	1164	1
81	49	1	717	1
83	10	1	717	1
84505	5	1	717	1
885825	29	1	717	1
8985	91	1	717	1
909	29	1	717	1
90s	49	1	1164	1
97275	91	1	717	1
98	41	1	717	1
a	28	22	1548	22
a	42	92	717	92
a	5	175	1164	175
abandoned	32	2	1164	2
abandonment	3	1	1164	1
abduction	10	2	1164	2
abilities	29	2	1164	2
ability	28	7	1164	7
able	27	12	1164	12
able	29	2	1548	2
able	43	1	717	1
aboard	66	2	717	2
aboriginal	91	3	717	3
about	6	6	717	6
about	72	15	1164	15
above	100	4	717	4
above	72	2	1164	2
absence	43	1	1164	1
abstract	91	4	1164	4
abundances	91	1	717	1
academic	60	3	1164	3
academy	29	2	1548	2
accelerating	42	1	1164	1
accepted	11	2	1164	2
access	27	1	1164	1
accessdate20070830	28	1	1164	1
accommodations	59	1	717	1
accomplioshed	3	1	1164	1
according	20	6	717	6
according	41	3	1164	3
account	43	1	1548	1
achievable	16	1	1164	1
achieve	23	2	1164	2
achieved	26	2	1164	2
achievement	28	1	717	1
acquire	26	1	1164	1
across	20	5	717	5
act	66	1	717	1
act	72	5	1164	5
acting	98	2	1164	2
action	42	1	1164	1
actions	10	1	717	1
actions	56	8	1164	8
active	41	2	717	2
acts	100	1	1164	1
acts	59	1	717	1
actual	11	1	1164	1
actually	29	1	1164	1
acyclic	20	1	1164	1
adams	10	1	1548	1
add	6	1	1164	1
added	91	1	717	1
addition	8	3	717	3
additional	23	1	717	1
additional	43	1	1164	1
address	100	2	1164	2
addressed	3	1	1164	1
addresses	41	1	1164	1
adequate	46	1	717	1
adhoc	89	1	1164	1
adjoining	42	1	717	1
administer	89	1	717	1
administered	11	1	717	1
adopt	100	1	717	1
adopted	100	1	1164	1
adriatic	91	1	1548	1
advancement	98	2	1164	2
advancing	11	1	717	1
advantages	49	1	1164	1
adventists	20	1	717	1
aerosense	3	1	1164	1
afalbertaangalbertaararcastalbertaazalbertazhminnanalbertabexoldbsalbertabralbertabgcaalbertacsalbertacoalbertacyalbertadaalbertadealbertaetalbertaelesalbertaeoalbertoeualbertafafralbertafyalbertagaalbertagvalbertagdalbertaglalbertahyhihralbertaioalbertaidalbertaosfylkiitalbertahejvalbertaklalbertaknpamalbertakakwalbertaswalbertalaalbertalvalbertaltalbertalijalbertatartomnymkmrmnnahalbertanlalbertajafrralbertanoalbertannalbertaocalbrtapnbpmsalbertaplalbertaptalbertaroalbertarusahsqalbertasimplealbertaskalbertaprovincasrshalbertafialbertasvalbertatlalbertatathtralbertaukurugalbrtavialbertavoalbertafiuvroalbertawaralbertayibatsmgalbertazh	56	1	717	1
affects	16	1	1164	1
affiliated	23	1	717	1
affiliations	56	1	717	1
africa	100	1	717	1
after	41	1	1548	1
after	42	1	1164	1
after	5	12	717	12
afterwards	98	1	1548	1
again	72	1	1164	1
agassiz	49	12	1548	12
agassizagassiz	49	1	1548	1
agassizagassizagassizemanuel	91	1	1548	1
agassizalexander	16	1	1548	1
agassizemanuel	16	2	1548	2
agassizjaagassizemanuel	41	1	1548	1
agassizs	72	2	1548	2
age	42	1	717	1
aged	28	1	717	1
agent	23	17	1164	17
agent	3	1	1548	1
agents	56	10	1164	10
agglomerations	6	1	717	1
ago	41	1	717	1
ago	98	1	1164	1
agreed	41	1	1164	1
agreeing	23	1	1164	1
agricultural	59	1	717	1
agriculture	16	5	717	5
ai	23	124	1164	124
ai50	60	1	1164	1
aibased	43	1	1164	1
aicomplete	10	2	1164	2
aidreyfus	59	1	1164	1
aienhanced	10	1	1164	1
aimed	100	2	1164	2
aims	41	1	1164	1
air	89	5	717	5
airdrie	32	1	717	1
airlines	23	1	717	1
airport	66	6	717	6
airports	6	5	717	5
airportsthere	29	1	717	1
ais	89	3	1164	3
aitopics	16	1	1164	1
akin	100	1	1164	1
al	20	2	1164	2
alan	41	1	1164	1
alaska	11	1	717	1
albeit	20	2	1164	2
albert	98	3	717	3
alberta	11	144	717	144
albertaalberta	60	3	717	3
albertaalbertas	41	1	717	1
albertaanother	8	1	717	1
albertaas	46	2	717	2
albertans	49	6	717	6
albertapaleontologyfilepachyrhinosaurus	60	1	717	1
albertas	41	17	717	17
albertasaskatchewan	98	1	717	1
albertathe	91	1	717	1
albus	43	1	1164	1
alcohol	5	1	717	1
aleksander	10	1	1164	1
alexander	3	1	717	1
alexander	41	1	1548	1
alexandra	60	1	717	1
alexandria	41	2	1164	2
algebra	20	1	1164	1
algorithm	20	6	1164	6
algorithmic	60	1	1164	1
algorithmmixture	3	1	1164	1
algorithms	98	19	1164	19
algorithmthe	41	1	1164	1
aljazari	66	2	1164	2
all	11	19	1164	19
all	98	13	717	13
allcanadian	89	1	717	1
allow	41	1	717	1
allow	56	4	1164	4
allowed	23	1	1164	1
allowed	26	2	717	2
allowing	42	1	717	1
allows	66	4	1164	4
allure	98	1	1164	1
almost	46	2	1164	2
almost	72	2	717	2
along	27	5	717	5
along	28	2	1164	2
along	89	1	1548	1
alpac	3	1	1164	1
alpine	27	1	717	1
alreadysolved	46	1	1164	1
also	29	24	717	24
also	66	25	1164	25
also	91	1	1548	1
alsofamilyreferences	91	1	1548	1
alternatively	66	1	717	1
although	42	3	1164	3
although	59	2	717	2
alvey	6	1	1164	1
amalgamated	3	1	717	1
amass	20	1	717	1
ambulance	5	1	717	1
amendment	91	1	1164	1
america	10	4	717	4
americaalberta	41	1	717	1
american	11	1	1548	1
american	43	3	717	3
americas	23	1	717	1
among	43	3	717	3
among	6	8	1164	8
amongst	72	1	717	1
amount	26	1	1164	1
amounts	27	2	1164	2
amphibians	43	1	717	1
amplify	27	1	1164	1
amun	89	1	1164	1
an	100	39	1164	36	1548	3
an	60	8	717	8
anabaptist	72	1	717	1
analogy	6	1	1164	1
analysis	32	4	1164	4
analytical	20	1	1164	1
analyze	10	3	1164	3
analyzed	20	1	1164	1
ancient	89	2	1164	2
and	16	308	717	308
and	56	35	1548	35
and	91	292	1164	292
andor	29	1	717	1
anemone	72	1	717	1
anglican	49	1	717	1
animal	5	2	1164	2
animals	66	4	717	4
animals	89	1	1548	1
animalthe	23	1	717	1
animated	46	1	1164	1
annealing	8	1	1164	1
annual	23	5	717	5
annually	66	1	717	1
annuallyin	56	1	717	1
another	6	1	1164	1
answering	41	1	1164	1
answers	100	1	1164	1
ant	60	1	1164	1
anthropomorphic	3	1	1164	1
antilogic	5	2	1164	2
antiquities	42	1	1548	1
antiquity	98	2	1164	2
any	28	7	1164	7
any	66	7	717	7
anything	27	3	1164	3
apeks	28	1	1164	1
apotheosis	43	1	1164	1
appear	59	2	1164	2
appeared	27	1	1164	1
appears	59	1	1164	1
applicability	60	1	1164	1
applicableamongst	32	1	717	1
application	56	3	1164	3
applications	43	14	1164	14
applied	72	2	1164	2
apply	100	2	1164	2
approach	26	5	1164	5
approaches	42	12	1164	12
appropriately	60	2	1164	2
approved	100	2	717	2
approximately	26	7	717	7
arabic	29	1	717	1
arc	11	2	717	2
architecture	16	4	1164	4
architectures	41	3	1164	3
archive	41	1	1164	1
archives	59	1	717	1
archivesalberta	100	1	717	1
archiveselecting	100	1	717	1
archivesstriking	29	1	717	1
arctic	41	2	717	2
are	66	70	717	70
are	72	1	1548	1
are	98	57	1164	57
area	20	5	717	5
area	6	1	1164	1
areas	29	2	1164	2
areas	60	9	717	9
arereasoning	56	1	1164	1
argentina	41	1	717	1
argue	32	4	1164	4
argued	98	6	1164	6
argues	29	3	1164	3
argument	72	6	1164	6
arguments	59	1	1164	1
aromatic	32	1	717	1
around	32	9	1164	5	717	4
arranged	49	1	1164	1
arrival	56	3	717	3
arrive	26	1	717	1
arrived	72	1	717	1
arriving	60	1	717	1
art	11	2	1164	2
art	28	1	717	1
article	49	3	1164	3
artificial	100	48	1164	48
artificial	32	1	717	1
artisans	41	1	717	1
arts	10	1	1548	1
arts	43	1	717	1
as	100	101	1164	101
as	20	64	717	64
as	29	6	1548	6
asian	6	1	717	1
asks	20	1	1164	1
aspect	26	1	1164	1
aspects	16	4	1164	4
aspen	42	3	717	3
assassin	29	1	1164	1
assembly	56	2	717	2
assemblyconsists	89	1	717	1
assemblythe	26	1	717	1
assertion	72	3	1164	3
assess	16	1	1164	1
assistance	41	1	1548	1
assistant	41	1	1164	1
assistant	91	2	1548	2
assistantpngthumban	42	1	1164	1
assisted	100	1	717	1
assisted	11	1	1548	1
associates	46	1	1164	1
assume	41	1	1164	1
assumption	49	2	1164	2
assumptions	98	2	1164	2
astonishing	3	1	1164	1
astonishingrussell	3	1	1164	1
astronomical	10	3	1164	3
at	3	7	1548	7
at	46	36	1164	36
at	8	24	717	24
athabasca	10	11	717	11
athletic	5	1	717	1
atlantic	32	1	717	1
atmel	46	1	1164	1
atomic	89	1	1164	1
attempt	100	1	1164	1
attempted	91	2	1164	2
attempting	98	1	1164	1
attempts	60	2	1164	2
attemptsnutty	27	1	1164	1
attendees	72	2	1164	2
attending	3	1	717	1
attention	49	1	1548	1
attentiondeduction	32	1	1164	1
attraction	56	1	717	1
attractions	41	4	717	4
attractive	32	1	1164	1
attractor	3	2	1164	2
